id,label,story,title,place,type,date,url
15,Other,"I just moved to Kentucky from Illinois. I've been here a month and until last night I've not experienced a haunting. The place I left had a lot of action that was happening regularly. I even accidentally recorded 2 ghost voices and heard those voices myself afterwards a few times. The reason I'm writing this is because I'd had an odd experience for many years. A clicking noise waking me up, much different from a ghost or poltergeist. At first I worried it was my brain making up the noise. I still don't know. I do know I'm not comfortable responding or communicating with spirits because I've had bad experiences in the past. I don't know if someone is try to communicate that is good or bad. I'd had hauntings my entire life. Anyway I was awakened by the clicking noises sounding metallic. It was a little different this time as it was moving around my room and clicking. I had to prayer protection at least 3 times and center my mind on myself on Jesus to finally have it stop. I feel it was trying to scare me and I know somethings feed on fear. So not something I have the strength on my own to communicate with. Anyone out there that knows of this please respond. I have to confess I kind of enjoy having ghosts in my life yet I don't let myself open up to them in case they affect me in a negative way. I also have dreams occasionally that are totally different from regular dreams and am somewhat psychic. Also premonitions happen occasionally. I am 71 years old and at age 29 I had an amazing spiritual healing through dreams for 10 days which started when a Nun and Priest prayed for me. I was infused with love that connects everyone in entirety by Jesus, at least I believe it was Jesus. My life changed and it was amazing.",Clicking Noises,United States,Misc,2024-03-08,https://www.yourghoststories.com/real-ghost-story.php?story=28281
16,Other,"Remember I use to go to a particular shopping mall back in my hometown in Brazil? I used to experience or should I say witness a ghostly boy in blue shirt saving people or kicking bad guy's a$$? Well, for those who are new or do not remember those stories there is one story posted with this account so have a peek first maybe? (Not trying to get people's attention, but just wanted to make it easier to understand this story.) I am currently in Hokkaido the coldest place I have ever stayed in my life. I lack experiencing paranormal activities other than the ""chanting"" outside my house every night. (Or should I say I am lacking of experiencing new paranormal activities?) I take it as something positive because maybe I am protected by local good spirits (not sure but nothing really happened honestly so... It sounds fine for me). I rode my motorbike to the downtown part of Sapporo to maintain it and stayed in an old Japanese Style Hot Spring bathhouse (we call those Ryokan). Not too bad with only breakfast (which I skipped for some reason). I was assigned to a Japanese Style bedroom with both Tatami and carpet, comfortable for me because I do not want to sleep on the Futon sets (where is my Japanese DNA?) lol. It was during the night I was staying in that Ryokan I found that my wallet was gone. It was not possible that I dropped it somewhere because it was chained to my chappers (the half pants like outfit for long distance bikers). The phone in the room suddenly rang and it was the Kamisan (a female service manager) ""Ryujin-sama, we need to apologize for what has happened."" I was scratching my head and was wondering what I did not get from them during my check-in. They asked if they can come over to my room, I agreed, still not knowing what is going on. One of the staff knocked the door, I opened the door and they handed me my wallet, "" Your friend was right one of our new staff had stolen it from your room, we deeply apologize for what had happened."" ""Oh ok... So you got my wallet? And it was in my room... How did you know that I lost it? I came alone, and who told you guys what?"" The staff explained that there is a young man wearing a blue shirt ringing the front desk bell this evening naming a staff member saying that she had a wallet that does not belong to her and that wallet was stolen from the number of my room. I checked-in and later went to the Public bath where the hot spring was, during that time period a staff went into my room and quickly came out hiding something in her hand, and that was my wallet. A young man wearing blue shirt... It sounded familiar... But I was not sure... Still not too sure... I thought back when I was in Brazil... That spiritual boy... After having my wallet back, I went to close the curtain in my room and from the reflection, I thought I saw a figure of a boy wearing a bright blue shirt... I turned around, the door was closed and there were no one behind me. Did the blue shirt boy came all the way here or was he always with me?",Local Hero? Or Is It Actually My Guardian Angel?,Japan,Misc,2024-04-05,https://www.yourghoststories.com/real-ghost-story.php?story=28301
17,Other,"A month ago, I was riding my bike home after school and I was in a pretty bad mood because of school stuff. My mind was pre-occupied and I was thinking about random stuff until at a point, I took a turn and motor bike came straight at me. It didn't hit me. Instead it turned at the right time. But me being a scaredy cat lost balance and fell off my bike. The person who rode the motor bike stopped and turned around to help me. He was a really sweet person. He helped me up and kind of fixed my bike's chain because of the fall. It was also raining and my jacket had gotten all dirty and messed up, he handed me his coat. After that he insisted on walking me home because my knee got injured. He also took my bike in hand. I agreed and we started walking. He introduced himself as Gavin and he was 19 and I introduced myself. We talked and I ended up telling him about what was bothering me and at some points he laughed. Some points he supported me. We were about to reach my street but I thought it would be wise to let him drop me by my street instead of my house for reasons like 'stranger danger' and my strict parents. So I let him drop me by my street. Before leaving he told me ""Life is like a broken puzzle which sometimes you need to either stick or tape the torn pieces into a complete one to let the whole puzzle make sense."" Believe it or not that advice made so much sense. We said our good byes and before leaving he placed a kiss on my forehead. I was touched and I might have grown to have a slight crush right there. We parted ways, and here's where things didn't make sense. I must have taken two steps before I turned around to watch him leave but he wasn't there. It was as if he disappeared into thin air. I took a turn and tried searching for him but he wasn't there. He could not have possibly run that fast for him to completely disappear. Even if he did run, I should have heard his footsteps. But he wasn't there. I reached home and sat down on my bed recalling this whole experience. From the almost crash to me leaving him outside my street. I realized except for his name I didn't know anything about him. I did ask him once where he studied. But he seemed almost hesitant to answer until he told me 'Some college in Amsterdam'. The next day while I was biking to school I stopped seeing a black coat. I picked it up and the sense of chills ran through me because it was the same coat Gavin handed to me. It had the initials G.K. On the sleeves. I was scared and didn't believe what was going on because why would Gavin's coat be lying on the middle of the bike path? I left the coat and I was paranoid the whole day. Later that night, I saw a dream of my dead best-friend who passed away 3 years ago. He was there with me and we were simply talking until I saw his motor bike which he was sitting on while I was sitting on some rock. The motor bike seemed so familiar and then it clicked for me. It was Gavin's motor bike. I looked up at my best friend and pointed at the bike with a very paranoid expression. He looked down at the bike and then up at me with a playful smirk... I woke up sweating and panting at that dream. Nothing made sense at that point. This whole experience made me want to believe I was crazy. I tried talking to my friends here but they said I was going insane. Maybe I am. I don't know if I need help. But when I think about it, the whole experience may have been confusing and extreme, but not once I was feeling scared with Gavin. I just don't know what he was. If he was even real.",Bike Accident,Netherlands,Misc,2024-04-20,https://www.yourghoststories.com/real-ghost-story.php?story=28325
18,Other,"This is my first time to share my scary experience. This is about my uncle. We went on a vacation in our province, Cebu. When we got there, we saw our aunts, cousins, my grandmother and grandfather, and also my uncle Dodong. We bought food and went to the beach. I also experienced going to a ""disco"", and I enjoyed it. I also experienced riding a carabao. My cousin's told me about the 'mangkukulam' 'mambabarang' there. They said that when I bumped into someone specially when old people... Don't look them in the eyes and just walk straight... And also when stranger pats you on the shoulder, you have to pat them back because maybe if they put a cursed on you, you have to pat back their shoulders too, to revert the cursed. One night, my cousin cooked noodles and hotdogs for us for breakfast. While we were eating, my uncle woke up, went into the bathroom to take a bath, and dressed up. He's looking in the mirror while combing his hair. When I looked at him in the mirror, I saw him headless. I cried. I was so scared, and I told my family what I just saw. My grandmother covered his head with a black cloth and hit him in the head and asked my uncle to take off his clothes. They burned the clothes and told my uncle not to go outside that day because something bad was going to happen. The next day, my uncle woke up early and said that he's going to church to pray for what happened last night because he's scared too. He dressed up and left. After so many hours, our grandfather got a call. It was our neighbor. She said that my uncle is dead; he got hit by a ten-wheeler truck and his head was crushed... It's been 5 months and I still can't get over with it, because I'm the one who saw him headless. Still scared...",Vacation Went Wrong,Philippines,Misc,2024-05-06,https://www.yourghoststories.com/real-ghost-story.php?story=28341
19,Other,"A couple of years ago I mentioned there was a girl's voice I would sometimes hear in my bedroom and if you've been following my stories this would probably make this a continuation. Over the years I've kind of developed a sixth sense and been able to see the beyond. As stated in my previous stories I heard a little girl speak to me but never really saw or fully speak to her until this event. One early morning as I was slowly waking up but still a bit sleepy, I noticed my alarm clock didn't go off. Normally I always wake up to the sound of the alarm to get ready for work but sometimes I naturally wake up and lay down for a bit until it goes off. That morning I decided to close my eyes and rest a little. As I was resting I felt a presence on my bed as if some one was resting on the side. In my mind's eye I could see a little girl with blonde hair tied back smiling at me. She was on the floor by the bedside and her arms were folded, placed upon the bed side and her head was resting on her arms, looking at my face with adoration. She spoke in the same voice I recognized those years ago. ""I think... You really should get up now."" I mumbled ""No, let me sleep..."" She responded with a cheeky smile ""No, I think you really, really, reaaaally should get up now"" speaking with confidence that she knew something was going to happen. In my head I thought, why on earth would I be having such a conversation? Was this a dream? It felt like it was a warning of some sort. Still half a sleep, I slowly opened my eyes and quickly got up to see if she was there but she had gone. I got a bit weirded out but felt happy--Suddenly the alarm goes off! Just seconds after that dreamlike conversation, perfect timing. That morning I kept thinking if that was just my imagination or a day dream but I really did appreciate her for waking me up just seconds before the alarm would go off. As I write this I just noticed the side of my bed is a bit lopsided as if something has left an impression, like someone has been resting on the side of the bed for a very long time on a regular basis... A couple of months later on another morning around early spring, I had woken up to the sound of someone in my household turning the shower on in the bathroom. I didn't take much notice as this was a regular occurrence and so I slowly went back to sleep. I had a dream and in the dream I was an archaeologist digging up something, in the dream I seen little bits of paper with writing on it and noticed my name materialize on the paper. Then I heard my name being called out to me. The voice kept repeating my name over and over again. Realizing I've had such an experience before meant that someone was trying to wake me up. Much to my annoyance I willed myself awake and looked at my surroundings. No one was there in my room but I could still hear the shower turned on as water was sporadically hitting the floor. I thought it was bizarre for my mind the conjure up such a scenario as I've had this happen to me twice only for someone to be there waking me up so to see no body was there was bizarre. I rested my head as a laid down. ""Jack!"" suddenly I heard a man say my name loud and clearly in my right ear. It startled to me! My heart began to race and I got scared and then the fear turned to angry. I called out one of the names of the people I live with but I got no answer, I looked at my bedroom door still hearing the shower from the bathroom, this gave me comfort. I guess they didn't hear me. I slowly rested my head, this time wide awake. The fact that a disembodied man's voice kept saying my name to wake me up really freaked me out. I really don't want to experience that again. If there's ways to stop that, I really hope readers can comment and let me know. I much rather have the little girl wake me up because that voice and the way it was trying to wake me up disturbed me. Sometimes I think maybe it's just an over-active imagination but then again I've experienced real things with others that didn't make sense before, I hope it's not something too bad...",Ghosts Waking Me Up,United Kingdom,Apparitions / voices / touches,2024-06-17,https://www.yourghoststories.com/real-ghost-story.php?story=28371
20,Other,"I have always been a believer in the undead. Whether it be simple lights flicking off, or bookshelves falling over, I have always considered myself connected to the undead. When I was younger, I remember very distinctly a young girl who would float around my house in a Victorian-style nightgown. She never attacked me, but just smiled and floated away. Looking back, I believe this was a kind spirit. I have told many people about this but was put down. That's why I couldn't believe my eyes when a few of my close friends invited me to a haunted house, where ghosts and doppelgangers had supposedly been spotted. I immediately accepted the offer and packed some offerings (herb and sweet syrups.) A few weeks later, the day rolled around, and the four of us clambered into the van. The moment we arrived, I felt like someone was following us. So, I was completely distraught when my friend pulled out some candles, and demanded we did a ritual. I declined, but everyone around me started egging me on, so, I caved. We set up some candles, drew on the wooden floor with paints, and waited. As expected, nothing showed up, as our ritual was inaccurate and frankly offensive. My friends, disappointed, quickly left the room to try and find something else. Meanwhile, I cleaned, blew out all but one candle, and placed my offerings gently in front. Just like that, something rose out of the floor, grabbed the herbs and bowl of syrup, and ran off. I watched it, shocked. It looked at me for just a moment. I couldn't shake the feeling that it looked EXACTLY like a grown-up version of the young girl who used to appear at night. I opened my mouth to call my friends but decided not to. They might be rude to her, and right now, I was fine with just the two of us in the room. The spirit smiled and then disappeared. On cue, my friends came in, and asked me 'Why I looked like I saw a ghost.' Irony can be painful.",Reunited With A Spirit,Australia,Apparitions / voices / touches,2024-06-20,https://www.yourghoststories.com/real-ghost-story.php?story=28378
21,Other,"I am a person who believes in both good and bad energies that we have in the universe existing parallelly. And also since I was a kid, I have had some sightings of spirits and sense negative energies around me, but I was too naïve to ever notice them. This incident confirmed everything that I have been avoiding so far. I also have known that I get some dreams which can convey message of some sort about my real life and those around me, which I never considered as a gift but after some time I started noting them down on my diary since my family doesn't believe me. I started working when I was 19 years old in a call Centre in Mumbai. It was mostly night shifts so I could manage my graduation studies and my job simultaneously to pay my tuition fees. I was working in a reputable company which I would rather not name in the year 2019. I had to do the last shift so if I came from college late I could still manage. As it was a UK process, the timings I used to pick up for the shift was 5:30 pm to 2:30 am at night in UK time which was the last shift we could do. One night I was working late and it had been past 2:30 am because we had to leave notes on customers accounts and I had some follow-ups to do as well. As it was a Friday night and we were celebrating RNR (which is to reward best employees) and everybody logged out a bit early to go out and party. So the floor was empty around 3:00 am. I was new with the job and hence had a take quite a bit time to complete the procedures and updates. It was colder than usual that night and quieter. I ignored assuming its just the AC and it was not my first time working late. A guy approached me and asked me if I was having any trouble doing the work and needed any help. I smiled and gently replied ""No, thanks"" because I didn't want my superiors to know that I am taking a lot of help as they were underestimating me already considering I was young and a fresher and it was a very toxic workplace. He also asked me when I was logging out. I replied ""As soon as I finish working on the notes"". He said ""Don't stay up late a lot and relax, stress isn't very good for your health"". I was happy that someone finally understands and got back to my work. When I was finished, I looked for the guy but he wasn't there at all and I thought he must've left after talking to me. The next day I came to my shift and I was searching for the guy, I couldn't find him. I logged in and I was checking on my emails and updates for the day when a strike of thunder ran through my spine and read condolence notice about the same guy with his picture. He died the same day he met me but in the afternoon by suicide under work pressure. I couldn't believe my eyes that how could it be possible when I met him just yesterday night. I asked my team leader and told him that I saw him last night. He made fun of me that I was hallucinating and said that the guy who died didn't report to work and was found dead in his apartment yesterday afternoon by his wife. I felt so sorry for him and decided to leave that workplace fearing the consequences that this job did to him. Any questions and feedbacks are welcome:)",A Helpful Soul,India,Apparitions / voices / touches,2024-07-04,https://www.yourghoststories.com/real-ghost-story.php?story=28387
22,Other,"My first time posting on this forum. I've been experiencing unexplainable phenomena ever since I can remember. I want to engage with opinions from different backgrounds about my experiences. I'm open to discussion and no opinion you form about it is unwelcome. In any case, I'll skip to the experience itself. I'm about 10 at the time of experiencing this. I grew up with Grandparents in rural Mymensingh. Theirs was a tin-shed house, about a hundred meters away from a vehicle-worthy road. The earthen path that connected my grandparent's house to that road wound around a deep pond and went through a bamboo bush. In November of 2011, we were visiting my grandparents. My father had taken me to the bazaar in the evening to buy some groceries, and then sent me back with them and told me to come back with some money because he wanted to gamble with his old friends. While going back to the house with groceries, I heard a sound in the water as I passed by the pond. It was a splash, but a quiet and oddly drawn-out one. I stopped to see what was making that noise. There was a half-moon in the sky, but the shadows of the bamboo bush fell on the pond, obscuring my view. But the water rippled and lapped, and whatever had entered the water seemed to move quietly. After straining my eyes for a bit but able to discern nothing, I concluded that it was some kind of animal and moved on. The wind picked up while I was at my Grandparent's house, and when I was going back to my father with the gambling money, the bamboo bushes were too loud for me to hear anything of what was going on at the pond. I stayed with my father and his friends with an hour or so more, before starting on my way towards my grandparent's house again. The moon had lowered in the sky now, and the shadows had lengthened. I had to focus fully on the path before me as I walked. So I had not looked at the pond until I heard someone stepping on water. I looked towards the source of that sound and there she was. A woman sat cross-legged above the water. Her skin was white (pearl white, I think. This was a very long ago, and I'm only placing this in retrospect) and seemed to exude a pale white glow. Somehow like moonlight, but there was no way the moonlight reached her where she sat on the pond. Her hair, somehow darker than the shadows in the background, flowed weightlessly in the air. Her whole being seemed to be weightlessly floating above the water. Bobbing up and down slightly. I thought her eyes were closed but when I looked at them I realized that they were just the same white as her skin. And they were trained on me. So I ran. There wasn't anything in my hand, and by some miracle, I didn't stumble and fall even once. I ran all the way to my grandparent's house, crying and stuff. They asked me what happened and after some deliberation, I told them I saw a snake. As a ten year old, it was a bit too embarrassing to say that I saw a nude female ghost. I was laughed at for being that scared of snakes anyway, maybe I should've just told them what I saw. My father came back at around midnight, and he seemed to not see anything. My grandpa died in 2020, and afterwards, my grandma decided to drain the pond and fill it up. They found an old lock with some hair tied to it at the spot that I saw her. Maybe that's related. Anyway, that's my experience. What do you think of it? Have you experienced/heard of something similar? I'm excited to see how you interpret what happened.",Apparition On Water,Bangladesh,Apparitions / voices / touches,2024-07-09,https://www.yourghoststories.com/real-ghost-story.php?story=28389
23,Other,"""Você pagará pelo que fez."" (You will pay for what you did.) I heard a deep voice in my dream and woke up around 4am. I was begging for forgiveness the moment I woke up, but will then become conscious, and would wonder what really or who really did I talk or was with. I always forget what I have dreamt of but I remember that is the voice that always wakes me up and I feel that it is a linked dream... Somehow scary, somehow odd, somehow there are lots of fights and arguments. ""Heh... Was the dream in color?"" my friend asked me. I shook my head and answered, ""Nah, I don't really remember, do you dream continuous dreams like a continuation of a video?"" I asked my friend. She was very into dreams. Reading and her accuracy was not too bad, but don't misunderstand this because later this case is going to be a little weird. ""Is the whole dream in Portuguese?"" my friend asked. ""Yes, I mean...maybe? I don't remember... Are you going to read my dream? I got very little details"" I said in a way trying to stop my friend from talking about my dream. ""I feel that I can tell the meaning of the dream if you tell me more details!"" my friend fussed around still trying to ask about the details of my dream. Suddenly, I heard a voice from a distance ""...jamais..."" (Never ever... Or something like that) ""O que?"" (What?) I replied naturally. My friend stood there and looked at a direction, I looked the same direction and saw a shadow passed away. ""Did the shadow speak?"" I asked my friend. ""Eh? No... I mean... That just came out of you, right?"" she replied. I did not understand what happened, so I ignored that day and went out. I came back the evening and asked what really happened at that moment when both of us saw the ""shadow"". ""well, etto... That shadow I thought I saw it came out from your back"" she answered as if she was not too sure about it. ""Do you know anything about that?"" I asked. ""Remember the trip we went last week to Noboribetsu?"" she asked. Yes, we went to Noboribetsu to a place call the Jigoku-Dani, otherwise the Hell Valley. That place is not really what it sounded like or haunted, it is just a volcanic area full of hot springs and minerals, sulfuric gases and boiling hot water will still be seen around. Not too far away we saw a dead animal not sure what that was but it was helplessly dangling at a cliff (cliff? Or maybe it was a tall rock, not sure). Why did I bring up this trip here? That's because my friend believes that animals could curse people when they are in spiritual form. A very ""Japanese thought"", because traditionally Japanese thinks that haunting and cursing are categorized as the same. Not going to explain too much because this may mislead the story. ""Yes, I remember at the Hell Valley, we saw an animal dead dangling on a cliff, does the shadow you saw look similar?"" I asked in a way trying to to be both understanding and kind of skeptic. ""I think it's a bear, and you know, bear in Ainu Culture is..."" she tries to tell me as if she is sure what really happened. ""You will need to be a little more scientific, see? I am not trying to say that you are wrong but we were not bear hunting and it is not logical if the bear to be haunting or cursing me"" I said not letting her finish up her sentence. ""Ryuji, I know! But the shadow was huge and it is not a person, I saw it went out from your backside, it was shocking! If that was not a bear..."" she said in a tone as if she was very heated up and stopped at the middle of her sentence. ""What happened?"" I asked. She pointed back because there was a eared shadow right behind me. I smiled and said to her ""It's Aleshanee playing under the lamp"" we both laughed. From that day on after the shadow went out I did not dream of anything strange, and luckily nothing really bad happened. I am still kind of looking the answer for what that shadow really is and what the dreams really are about. Do you consider this as a spiritual experience?",What Did I Do?,Japan,Misc,2024-07-10,https://www.yourghoststories.com/real-ghost-story.php?story=28390
24,Other,"This is happened when I was in my post graduation and under training during the summer vacations. Due to extreme heat, my health became very bad and I remember I remained ill for 22 days. One day my supervisor saw me and said that your face is becoming blue like you are going to die any moment. I was not feeling well and one day in the evening, I was lying on my folding bed and my mother was ready to gone to Kirtan (the singing of prayers to god with a musical accompaniment) and told me to lock the door tightly, I told her ok but I was too weak to raise my hand so I didn't bother myself to lock the door and continue doing my work which is to sleep. I kept my face towards the wall while sleeping... After some time I felt as if someone had come to my bed. I felt like this because he was lying and his shoulder is touching with my shoulder, the space was so small for two on that bed that I have to move my hand. I felt like may be its my father or uncle, they often woke me up from my deep sleep during twilight time because in our house you are not allowed to sleep while twilight. Even though I was too weak still I opened my eyes a little and looked to the person shoulder and noticed he wore white clothes. I did not dare at all to ask who it was because I was feeling so sick and dizzy. I turned back facing the wall again and slept... After some time my body got in relax mode my arms in distress mode which was squeezed when the person lay down. It was like the person just woke up and give me the space. After some time, there was a knock at the door and I heard the sound of Papa's voice asking me to open the door, I just got up with sleepy eyes and dizzy head for opening the door. Then I remembered that I hadn't lock the door. When I saw my father's clothes, he was wearing a grey color kurta. I thought that may be it was my uncle like he came early from office and then left for some other work to do. After a few seconds, my mother came from the kirtan and shortly after my uncle came from the office. He wearing his uniform white shirt and I was relieved with the thought that it was my uncle. But when I asked him I found out that he just arrived and I was alone in the house this whole time. After few minutes everybody notices that my doggie named angel was not around and we were searching for her. She was hiding on one side of the store room and scared. I took her in my arms and comfort her. It took time but she got better... After that incident my health started getting better but until today I did not know whether it was God or Satan?... I also told my classmates about this story they felt its all my hallucination due to my medication nothing else. May be they are right but all I know that you can see things while hallucinating but can not feel things.",What Was It God Or Satan?,India,Apparitions / voices / touches,2024-07-20,https://www.yourghoststories.com/real-ghost-story.php?story=28396
25,Other,"These events took place in SE London, back in the 1980s. A long time ago, when I was dating my ex-husband, he was living in a dingy basement flat that was so damp a previous tenant had actually nailed the wallpaper to the wall! I was OK going there for the first couple of weeks, until I needed to go to the loo one lovely, sunny afternoon. I duly trotted upstairs to the (revolting) bathroom shared by all the tenants. So far, so good! Coming backdown I saw a man in a WWII ARP Wardens uniform looking out of the window at the back of the first floor of the house. For those who don't know what the ARP was, it was a group of very brave men and women who patrolled the streets at night (when most of the air raids took place) as Air Raid Precaution Wardens. Part of their job was to tell people whose blackout blinds/curtains were not totally lightproof to cover their windows (like Hodges in Dad's Army) and also to sound warnings and generally try to protect people when an air raid took place by getting them down into the public bomb shelters or into their own bomb shelters. This was all after doing a full day's work, as well! Anyway, I digress. My ARP warden was standing and looking out of the window at two children and their parents (the father was wearing a Royal Navy uniform) playing with a ball in the back garden. He was totally focused on the little family and then started shouting and banging on the window, trying to get the family to the safety of the Anderson shelter in the garden (this was an upside down U shape with a hole underneath it big enough to take the residents of the house and was made from corrugated iron supported by wooden supports and covered over with earth, where families often grew vegetables!). The warden turned around and went to the top of the stairs and promptly vanished, but I did hear footsteps running down the stairs very fast. When I looked out of the window, to see if he'd made it to the back garden, the family had vanished, and all was quiet in the garden. I saw them quite often after this and, of course, it piqued my interest about what had happened in the house. I went to the local library and into the local history department. There I found out that a bomb had landed on the house behind the house my ex was living in. The family had been killed by debris raining down on them and the subsequent fire. My ARP warden was also killed as he ran out of the house in an attempt to get the family into their air raid shelter. I found it very sad especially as the family in the garden were really enjoying their time together, possibly whilst the father was home on leave. I saw this played out three times in all and each time I felt tears welling up, knowing that all of them died - even now, remembering it after all this time, I still have tears in my eyes. This house threw up another 'something' but to stop this becoming War & Peace, I'll write about it in another post. Thank you for reading this, and I'm happy to answer questions about this haunting.",The Arp Warden,United Kingdom,Apparitions / voices / touches,2024-07-22,https://www.yourghoststories.com/real-ghost-story.php?story=28400
26,Other,"I decided to take some time away from traffic controlling with my best friend, whose name I am changing over to Heather. Heather and I have a platonic relationship. She's like a big sister to me. I've known her since I was 17, nearly forty years now, we've been very close. Heather has this fantastic wee mini-Foxy named Pippa (you know her from the old church in the woods, this is her) and the three us go adventuring. Anyway, it's about a month back, in June, cold as cold it can get where I live so we decided to take a week drive out over the Border Ranges, out towards Tenterfield - where Peter Allen is from... You must know who Peter Allen is...'Going to Rio'? Anyway, from where we were it was a good six and half hour drive, bar from the traffic controllers, some whom I knew, that held us up. We got into town about an hour later than we expected and stayed the night in one of the local pubs before setting out the next morning. It was late that morning when we found the old cemetery. It was run down, uncared for but still fascinating. I wondered why this was untended to since it wasn't that far off the beaten track, just an old dusty dirt road with partial opened land but mostly regenerated forest. We wandered around the old boneyard and saw some of the headstones were exposed to the weather that the names were erased but dated back to the very early 19th century, Pippa was having a ball sniffing this out this and now new smell. Most headstones were now overgrown from lantana and ivy, and lichen. We followed a path and found ourselves what looked to be a children section, judging by the headstones, which were small, and only had either a name or a year when that child died, mostly stillborn. It was here I suddenly felt a tug on my jacket, like someone was anxiously trying to get my attention. I turned but there was no one there. I walked on, and again, that tug on my coat. I again turned sharply, quick as I could but...nothing. Might've been the wind I hear you say but it wasn't windy enough to tug at my coat. This was a tug from a person. Like some child, perhaps, playing a game with me. Heather turned and looked at me. 'You right there?' 'Dunno...thought I...' then I noticed Pippa doing something odd, lying on her back, wagging her tail. 'Uh...Heather, what the f**k is Pippa doing?' She turned and saw the same thing. The dog was on her back, looking up at something (or someone) wagging her tail then quickly stood up, still wagging her tail excitedly and yapped, which she doesn't do normally. She looked over at Heather and I then looked about for whoever played with her belly but saw nothing. An idea suddenly occurred, well, more like an experiment, to see if she can detect anything for curious old me. I'm no ghost hunter nor am I interested in being one. But what I had here was a golden opportunity. Heather was against it at first when I told her. 'No effing way are you using Pippa for some effing fantasy you have with ghosts and goblins. No, I'm not effing letting Pippa to be involved.' She finally relented (because she realized that she had to walk back through the graveyard back to the car, which was a fair bit back) and decided to come along and see what happens. We followed Pippa along the now overgrown path, passed old, broken headstones and graves, doing her usual doggy thing when she suddenly came to a stop. She sat down before a small headstone. Heather went over and read out loud: 'I think her name is Ameila, hard to tell, but she was only seven years old when she died. 1867,' Heather looked up at me with tears in her eyes, 'such a short life. But why Pippa?' ""Why not? Perhaps she had a dog like her and used to rub bellies with. Who knows?' Pippa wagged her tail then Heather went looking for some flowers and soon came back with some Banksias and laid upon her grave. I took Pippa's collar off, placed it on the grave then we left. I guess the moral to this story is not all ghosts are bad.",The Little Girl's Ghost,Australia,Apparitions / voices / touches,2024-07-31,https://www.yourghoststories.com/real-ghost-story.php?story=28406
